name,price,manufacturer,size,eps8PinCount,pcie6Plus2PinCount,pcie12PinCount,pcie16Pin12VHPWRCount,sataCount,lengthMm,atx4PinCount,pcie6PinCount,pcie8PinCount,ampMolex4PinCount,outputWattage,efficiencyRating,modularity,color,isFanless,URL
SeaSonic FOCUS Plus Platinum,N/A,SeaSonic,ATX,1,2,0,0,6,140,0,0,0,3,550,80+ Platinum,Full,N/A,FALSE,https://pcpartpicker.com/product/sYyxFT/seasonic-focus-plus-platinum-550w-80-platinum-certified-fully-modular-atx-power-supply-ssr-550px
Athena Power APOLLO 600,$231.29+,Athena Power,SFX,2,2,0,0,6,130,1,2,0,2,600,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/QMjG3C/athena-power-apollo-600-600-w-80-bronze-certified-sfx-power-supply-ap-mp4atx60fep8
In Win Classic,N/A,In Win,ATX,2,4,0,0,6,165,0,0,0,6,900,80+ Platinum,Full,N/A,FALSE,https://pcpartpicker.com/product/D4Nypg/inwin-classic-900w-80-platinum-certified-fully-modular-atx-power-supply-c900w
G.Skill MB850G,N/A,G.Skill,ATX,2,6,0,0,9,140,0,0,0,3,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/jZV2FT/gskill-mb850g-850-w-80-gold-certified-fully-modular-atx-power-supply-gp-gd850a-cwmb1
Super Flower Leadex Platinum,N/A,Super Flower,ATX,2,4,0,0,10,165,0,0,0,5,850,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/mW4Ycf/super-flower-leadex-platinum-850-w-80-platinum-certified-fully-modular-atx-power-supply-sf-850f14mp
Super Flower Leadex V Pro,N/A,Super Flower,ATX,2,8,0,0,12,130,0,0,0,4,1000,80+ Gold,Full,Black / Gold,FALSE,https://pcpartpicker.com/product/cmrRsY/super-flower-leadex-v-pro-1000-w-80-gold-certified-fully-modular-atx-power-supply-sf-1000f14tg
Super Flower Leadex Titanium,N/A,Super Flower,ATX,2,4,0,0,10,180,0,2,0,4,850,80+ Titanium,Full,Black,FALSE,https://pcpartpicker.com/product/kz7p99/super-flower-leadex-titanium-850-w-80-titanium-certified-fully-modular-btx-power-supply-sf-850f14ht
Antec NeoECO Gold ZEN,N/A,Antec,ATX,1,2,0,0,6,140,0,0,0,2,500,80+ Gold,No,Black / Gold,FALSE,https://pcpartpicker.com/product/zphmP6/antec-neoeco-gold-zen-500-w-80-gold-certified-atx-power-supply-ne500g-zen
KOLINK Classic Power,N/A,KOLINK,ATX,1,2,0,0,4,160,0,0,0,2,600,80+ Bronze,No,Black / Red,FALSE,https://pcpartpicker.com/product/7ZK2FT/kolink-classic-power-600-w-80-bronze-certified-atx-power-supply-kl-600v2
Thermaltake Toughpower GX1 500,N/A,Thermaltake,ATX,1,2,0,0,6,140,0,0,0,4,500,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/XYCD4D/thermaltake-toughpower-gx1-500-w-80-gold-certified-atx-power-supply-ps-tpd-0500nnfagu-1
EVGA SuperNOVA 650 P6,N/A,EVGA,ATX,1,3,0,0,6,140,0,0,0,4,650,80+ Platinum,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/ZJBG3C/evga-supernova-650-p6-650-w-80-platinum-certified-fully-modular-atx-power-supply-220-p6-0650-x1
Fractal Design Integra M,N/A,Fractal Design,ATX,1,2,0,0,6,140,0,0,0,2,750,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/fgX2FT/fractal-design-power-supply-fdpsuin3b750w
FSP Group HYPER K PRO,N/A,FSP Group,ATX,1,2,0,0,6,140,0,0,0,3,500,80+,No,Black / Yellow,FALSE,https://pcpartpicker.com/product/vTWJ7P/fsp-group-hyper-k-pro-500-w-80-certified-atx-power-supply-hk-500
be quiet! Pure Power L8,N/A,be quiet!,ATX,1,2,0,0,5,160,0,0,0,4,530,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/7MPfrH/be-quiet-pure-power-l8-530-w-80-bronze-certified-semi-modular-atx-power-supply-bn181
Enermax REVOLUTION D.F. 2,N/A,Enermax,ATX,2,6,0,0,8,140,0,0,0,4,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/FKZXsY/enermax-revolution-df-2-850-w-80-gold-certified-fully-modular-atx-power-supply-ers850ewt
GameMax GX Pro Rampage,N/A,GameMax,ATX,2,4,0,1,10,160,0,0,0,3,1050,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/PBTZxr/gamemax-gx-pro-rampage-1050-w-80-platinum-certified-fully-modular-atx-power-supply-gx-1050-pro-bk
Antec Earthwatts,$124.98 ,Antec,ATX,1,0,0,0,5,139,0,1,0,4,500,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/bDH323/antec-power-supply-ea500dgreen
Cougar POLAR,N/A,Cougar,ATX,2,9,0,0,12,180,0,0,0,4,1200,80+ Platinum,Full,White,FALSE,https://pcpartpicker.com/product/M3KKHx/cougar-polar-1200-w-80-platinum-certified-fully-modular-atx-power-supply-cgr-pr-1200
FSP Group Dagger Pro,N/A,FSP Group,SFX,1,4,0,0,5,100,0,0,0,2,750,80+ Gold,Full,Black / Gold,FALSE,https://pcpartpicker.com/product/CQQcCJ/fsp-group-dagger-pro-750-w-80-gold-certified-fully-modular-sfx-power-supply-sda2-750
SeaSonic PRIME PX,N/A,SeaSonic,ATX,2,4,0,0,10,140,0,0,0,5,650,80+ Platinum,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/TN3mP6/seasonic-prime-px-650-w-80-platinum-certified-fully-modular-atx-power-supply-prime-px-650
Enermax REVOLUTION D.F. 2,N/A,Enermax,ATX,2,8,0,0,8,140,0,0,0,4,1200,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/6PsV3C/enermax-revolution-df-2-1200-w-80-gold-certified-fully-modular-atx-power-supply-ers1200ewt
Chieftec ATMOS,$239.05+,Chieftec,ATX,2,4,0,1,9,140,0,0,0,4,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/zR6NnQ/chieftec-atmos-750-w-80-gold-certified-fully-modular-atx-power-supply-cpx-750fc
RAIJINTEK CRATOS,N/A,RAIJINTEK,ATX,2,4,0,1,8,140,0,0,0,4,1000,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/CKbRsY/raijintek-cratos-1000-w-80-gold-certified-fully-modular-atx-power-supply-0r30b00006
Corsair CX-430 V3,N/A,Corsair,ATX,1,1,0,0,4,140,0,0,0,3,430,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/grH48d/corsair-cx-430-v3-430-w-80-bronze-certified-atx-power-supply-cmpsu-430cxv3
Corsair CX-500 V3,N/A,Corsair,ATX,1,2,0,0,5,140,0,0,0,4,500,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/qrH48d/corsair-cx-500-v3-500-w-80-bronze-certified-atx-power-supply-cmpsu-500cxv3
Rosewill HIVE,N/A,Rosewill,ATX,1,2,0,0,8,160,0,0,0,4,550,80+ Bronze,Full,N/A,FALSE,https://pcpartpicker.com/product/fzmLrH/rosewill-power-supply-hive550s
Segotep GP700G,N/A,Segotep,ATX,2,4,0,0,7,160,0,0,0,5,700,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/PnhmP6/segotep-700-w-80-gold-certified-atx-power-supply-gp700g
Cooler Master G500,N/A,Cooler Master,ATX,2,2,0,0,6,140,0,0,0,3,500,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/N8VmP6/cooler-master-g500-500-w-80-gold-certified-atx-power-supply-mpw-5001-acaag-us
XFX XTR,N/A,XFX,ATX,2,4,0,0,10,N/A,0,0,0,6,650,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/9G7wrH/xfx-xtr-650-w-80-gold-certified-fully-modular-atx-power-supply-p1-650b-befx
SeaSonic PRIME Ultra Gold 650,N/A,SeaSonic,ATX,1,4,0,0,6,140,0,0,0,3,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/7MfmP6/seasonic-prime-ultra-gold-650w-80-gold-certified-fully-modular-atx-power-supply-ssr-650gd2
Thermaltake Toughpower Grand RGB Platinum,N/A,Thermaltake,ATX,2,8,0,0,12,180,0,0,0,8,1200,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/DkvdnQ/thermaltake-toughpower-grand-rgb-platinum-1200-w-80-platinum-certified-fully-modular-atx-power-supply-tpg-1200f1fapu-1
SeaSonic M12II,N/A,SeaSonic,ATX,2,4,0,0,8,160,0,0,0,5,650,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/TBK7YJ/seasonic-power-supply-ss650am
Apevia ITX-AP250W,N/A,Apevia,Mini ITX,0,0,0,0,2,150,1,0,0,2,250,N/A,No,Black,FALSE,https://pcpartpicker.com/product/QYGkcf/apevia-itx-ap250w-250-w-mini-itx-power-supply-itx-ap250w
Cooler Master Silent Pro M,N/A,Cooler Master,ATX,1,2,0,0,9,150,0,0,0,5,600,80+,Full,N/A,FALSE,https://pcpartpicker.com/product/LB3RsY/cooler-master-power-supply-rs600ambad3
Sparkle ATX-400PN-B204,N/A,Sparkle,ATX,0,0,0,0,0,N/A,1,1,0,0,400,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/TXQypg/sparkle-power-supply-atx400pnb204
Thermaltake Toughpower GX1 RGB,N/A,Thermaltake,ATX,1,2,0,0,8,140,0,0,0,4,600,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/w4pmP6/thermaltake-toughpower-gx1-rgb-600-w-80-gold-certified-atx-power-supply-ps-tpd-0600nhfagu-1
Thermaltake Smart,N/A,Thermaltake,ATX,1,4,0,0,6,N/A,0,0,0,4,650,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/qQphP6/thermaltake-smart-650-w-80-bronze-certified-semi-modular-atx-power-supply-sp-650mpcbus
Cooler Master 400W MasterWatt Lite 230V,N/A,Cooler Master,ATX,1,1,0,0,6,140,0,0,0,3,400,80+,No,N/A,FALSE,https://pcpartpicker.com/product/qdZ2FT/cooler-master-masterwatt-lite-230v-400w-80-certified-atx-power-supply-mpx-4001-acabw
Fractal Design Newton R3,N/A,Fractal Design,ATX,2,4,0,0,9,165,0,0,0,4,800,80+ Platinum,Semi,N/A,FALSE,https://pcpartpicker.com/product/kVjG3C/fractal-design-power-supply-fdpsunt3b800w
Thermalright TB450S,N/A,Thermalright,ATX,1,1,0,0,5,140,0,0,0,3,450,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/VCP8TW/thermalright-tb450s-450-w-80-bronze-certified-atx-power-supply-tb-450s
In Win P65F,N/A,In Win,ATX,1,2,0,0,6,140,1,0,0,3,650,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/BJ7scf/in-win-p65f-650-w-80-gold-certified-atx-power-supply-iw-ps-pf650w
In Win P75F,N/A,In Win,ATX,1,4,0,0,6,140,1,0,0,3,750,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/zRsV3C/in-win-p75f-750-w-80-gold-certified-atx-power-supply-iw-ps-pf750w
Deepcool PN750M WH,N/A,Deepcool,ATX,2,3,0,1,8,140,0,0,0,2,750,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/JyzXsY/deepcool-pn750m-wh-750-w-80-gold-certified-fully-modular-atx-power-supply-r-pn750m-fc0w-us
Thermaltake Toughpower GF A3 - TT Premium Edition,N/A,Thermaltake,ATX,2,5,0,1,8,140,0,0,0,8,1050,80+ Gold,Full,Blue / Black,FALSE,https://pcpartpicker.com/product/QdQKHx/thermaltake-toughpower-gf-a3-tt-premium-edition-1050-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1050fnfagu-b
Corsair VS400,N/A,Corsair,ATX,1,0,0,0,5,140,0,1,0,2,400,80+,No,N/A,FALSE,https://pcpartpicker.com/product/BfDzK8/corsair-vs400-400-w-80-certified-atx-power-supply-cp-9020117-na
KOLINK Classic Power,N/A,KOLINK,ATX,1,2,0,0,4,160,0,0,0,2,500,80+ Bronze,No,Black / Red,FALSE,https://pcpartpicker.com/product/9FrYcf/kolink-classic-power-500-w-80-bronze-certified-atx-power-supply-kl-500v2
Apevia Signature,N/A,Apevia,ATX,1,4,0,0,4,160,0,0,0,4,1050,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/pFZFf7/apevia-signature-1050-w-80-bronze-certified-semi-modular-atx-power-supply-atx-sn1050w
SeaSonic PRIME Titanium,N/A,SeaSonic,ATX,2,6,0,0,10,170,0,0,0,5,850,80+ Titanium,Full,N/A,FALSE,https://pcpartpicker.com/product/74M323/seasonic-prime-850w-80-titanium-certified-fully-modular-atx-power-supply-ssr-850td
Silverstone Strider,N/A,Silverstone,ATX,1,1,0,0,6,139,0,3,0,3,700,80+,No,N/A,FALSE,https://pcpartpicker.com/product/BQW9TW/silverstone-power-supply-st70fes
Antec VP,N/A,Antec,ATX,1,0,0,0,4,149,0,1,0,4,450,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/MnR48d/antec-power-supply-vp450
Rosewill LEPTON 700,N/A,Rosewill,ATX,1,2,0,0,7,140,0,0,0,4,700,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/vC8j4D/rosewill-700w-80-gold-certified-semi-modular-atx-power-supply-lepton-700
SeaSonic FOCUS SGX (2021),N/A,SeaSonic,SFX,1,2,0,0,3,100,0,0,0,3,550,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/d7bTwP/seasonic-focus-sgx-2021-550-w-80-gold-certified-fully-modular-sfx-power-supply-focus-sgx-550
PC Cooler YN750,N/A,PC Cooler,ATX,2,3,0,1,6,150,0,0,0,2,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/CgqNnQ/pc-cooler-yn750-750-w-80-gold-certified-fully-modular-atx-power-supply-p5-yn750-g1ffbk1-us
Cougar CMX550V3,N/A,Cougar,ATX,1,2,0,0,6,160,0,0,0,3,550,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/vxDwrH/cougar-power-supply-cmx550v3
EVGA SuperNOVA 750 P6,N/A,EVGA,ATX,2,6,0,0,9,140,0,0,0,4,750,80+ Platinum,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/YNstt6/evga-supernova-750-p6-750-w-80-platinum-certified-fully-modular-atx-power-supply-220-p6-0750-x1
EVGA SuperNOVA 750 G7,N/A,EVGA,ATX,2,6,0,0,9,130,0,0,0,4,750,80+ Gold,Full,Black / Blue,FALSE,https://pcpartpicker.com/product/cm92FT/evga-supernova-750-g7-750-w-80-gold-certified-fully-modular-atx-power-supply-220-g7-0750-x1
In Win A45,N/A,In Win,ATX,2,2,0,0,6,140,0,0,0,3,450,80+,No,Black,FALSE,https://pcpartpicker.com/product/8R6NnQ/in-win-a45-450-w-80-certified-atx-power-supply-iw-a450
XFX XTR,N/A,XFX,ATX,2,4,0,0,10,N/A,0,0,0,6,750,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/2L3RsY/xfx-xtr-750-w-80-gold-certified-fully-modular-atx-power-supply-p1-750b-befx
Xilence XP700R6,N/A,Xilence,ATX,1,2,0,0,6,140,0,0,0,4,700,N/A,No,Black / Red,FALSE,https://pcpartpicker.com/product/LQL48d/xilence-xp700r6-700-w-atx-power-supply-xn046
Fractal Design Integra R2,N/A,Fractal Design,ATX,1,1,0,0,5,139,0,0,0,2,500,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/gxphP6/fractal-design-power-supply-fdpsuin2b500w
Thortech Thunderbolt PLUS,N/A,Thortech,ATX,1,4,0,0,8,N/A,0,0,0,6,800,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/gXckcf/thortech-thunderbolt-plus-800-w-80-gold-certified-fully-modular-atx-power-supply-ttb800g
Apevia AR,N/A,Apevia,ATX,0,1,0,0,3,140,1,0,0,4,500,N/A,No,Black,FALSE,https://pcpartpicker.com/product/w3hKHx/apevia-ar-500-w-atx-power-supply-atx-ar500w
FSP Group FSP400-60GHS(85)-R,N/A,FSP Group,SFX,1,1,0,0,3,100,0,0,0,3,400,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/gwsKHx/fsp-group-fsp400-60ghs85-r-400-w-80-bronze-certified-sfx-power-supply-fsp400-60ghs85-r
Cooler Master MWE Bronze V2,N/A,Cooler Master,ATX,1,2,0,0,6,140,0,0,0,4,500,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/tdGnTW/cooler-master-mwe-bronze-v2-500-w-80-bronze-certified-atx-power-supply-mpe-5001-acaab-us
FSP Group HYPER S,N/A,FSP Group,ATX,1,2,0,0,6,140,0,0,0,3,600,80+,No,Black,FALSE,https://pcpartpicker.com/product/ZrfxFT/fsp-group-hyper-s-600-w-80-certified-atx-power-supply-hp600s
Super Flower Amazon,N/A,Super Flower,ATX,1,1,0,0,3,163,0,0,0,6,300,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/rpdqqs/super-flower-amazon-300-w-80-bronze-certified-atx-power-supply-sf-300p14he
KOLINK KL-1000M,N/A,KOLINK,ATX,1,4,0,0,8,160,0,0,0,3,1000,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/QwQKHx/kolink-kl-1000m-1000-w-80-bronze-certified-semi-modular-atx-power-supply-kl-1000m
CoolMax CL-500B,$47.55 ,CoolMax,ATX,1,0,0,0,4,160,0,1,0,4,500,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/83rG3C/coolmax-power-supply-cl500b
Chieftec ATMOS,$190.23+,Chieftec,ATX,2,4,0,1,9,140,0,0,0,4,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/BJZXsY/chieftec-atmos-850-w-80-gold-certified-fully-modular-atx-power-supply-cpx-850fc
Silverstone Strider Titanium,N/A,Silverstone,ATX,2,4,0,0,12,150,0,0,0,3,800,80+ Titanium,Full,N/A,FALSE,https://pcpartpicker.com/product/Tcbkcf/silverstone-power-supply-st80fti
Phanteks PH-P550GF,N/A,Phanteks,ATX,1,2,0,0,4,140,0,0,0,3,550,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/R2KcCJ/phanteks-550-w-80-gold-certified-atx-power-supply-ph-p550gf
Thermalright TGFX650,N/A,Thermalright,SFX,1,4,0,0,6,100,0,0,0,3,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/2Q4Zxr/thermalright-tgfx650-650-w-80-gold-certified-fully-modular-sfx-power-supply-tgfx650
Thermalright AG-750,N/A,Thermalright,ATX,2,2,0,1,8,140,0,0,0,4,750,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/YwJp99/thermalright-ag-750-750-w-80-gold-certified-fully-modular-atx-power-supply-ag-750-w
Segotep GM,N/A,Segotep,ATX,2,6,0,1,12,180,0,0,0,6,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/TV7scf/segotep-gm-1000-w-80-gold-certified-fully-modular-atx-power-supply-gm1000w
Super Flower Leadex VI Platinum PRO,N/A,Super Flower,ATX,2,8,0,0,12,150,0,0,0,4,1000,80+ Platinum,Full,Black / Blue,FALSE,https://pcpartpicker.com/product/yxzhP6/super-flower-leadex-vi-platinum-pro-1000-w-80-platinum-certified-fully-modular-atx-power-supply-sf-1000f14pe
Thermalright TPFX850,N/A,Thermalright,SFX,1,4,0,1,6,100,0,0,0,3,850,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/mfWJ7P/thermalright-tpfx850-850-w-80-platinum-certified-fully-modular-sfx-power-supply-tpfx850
Montech CENTURY,N/A,Montech,ATX,2,6,0,0,10,140,0,0,0,3,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/2vTzK8/montech-century-850-w-80-gold-certified-fully-modular-atx-power-supply-century-850
Cooler Master GX III GOLD,N/A,Cooler Master,ATX,2,3,0,1,12,160,0,0,0,4,1050,80+ Gold,Full,Black / Purple,FALSE,https://pcpartpicker.com/product/NDsV3C/cooler-master-gx-iii-gold-1050-w-80-gold-certified-fully-modular-atx-power-supply-mpx-a503-afag-bus
Rosewill HIVE S,N/A,Rosewill,ATX,1,4,0,0,8,160,0,0,0,4,650,80+ Bronze,Full,N/A,FALSE,https://pcpartpicker.com/product/NhsKHx/rosewill-hive-s-650-w-80-bronze-certified-fully-modular-atx-power-supply-hive-650s
FSP Group Raider S 750,N/A,FSP Group,ATX,1,4,0,0,9,140,0,0,0,3,750,80+ Silver,No,N/A,FALSE,https://pcpartpicker.com/product/LRfp99/fsp-group-power-supply-raiders750
Enermax REVOLUTION X't,N/A,Enermax,ATX,1,2,0,0,8,160,0,0,0,4,430,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/NqDwrH/enermax-revolution-xt-430-w-80-gold-certified-semi-modular-atx-power-supply-erx430awt
be quiet! Pure Power 10,N/A,be quiet!,ATX,1,2,0,0,5,150,0,0,0,2,400,80+ Silver,No,N/A,FALSE,https://pcpartpicker.com/product/YBp323/be-quiet-pure-power-10-400w-80-silver-certified-atx-power-supply-bn272
Thermaltake Smart,N/A,Thermaltake,ATX,1,1,0,0,5,139,0,0,0,4,430,80+,No,N/A,FALSE,https://pcpartpicker.com/product/2gg323/thermaltake-smart-430-w-80-certified-atx-power-supply-sp-430p
SeaSonic X,N/A,SeaSonic,ATX,2,8,0,0,14,190,0,0,0,5,1250,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/27xfrH/seasonic-power-supply-x1250
SeaSonic Platinum,N/A,SeaSonic,ATX,2,4,0,0,10,160,0,0,0,5,760,80+ Platinum,Full,N/A,FALSE,https://pcpartpicker.com/product/cdyFf7/seasonic-power-supply-ss760xp2
FSP Group AURUM S 600W,N/A,FSP Group,ATX,1,4,0,0,9,139,0,0,0,3,600,80+ Gold,No,N/A,FALSE,https://pcpartpicker.com/product/CyGkcf/fsp-group-power-supply-aurums600w
FSP Group Hydro G,N/A,FSP Group,ATX,1,4,0,0,12,170,0,0,0,3,650,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/Ky4NnQ/fsp-group-power-supply-hg650
Raidmax XT,N/A,Raidmax,ATX,1,0,0,0,4,146,0,1,0,2,400,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/qbjWGX/raidmax-power-supply-rx400xt
NOX URANO TX,N/A,NOX,ATX,1,2,0,0,6,160,0,2,0,3,850,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/r9Nypg/nox-power-supply-nxurtx850
Cooler Master MWE Gold 750,N/A,Cooler Master,ATX,1,4,0,0,8,140,0,0,0,6,750,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/VmsmP6/cooler-master-mwe-gold-750-w-80-gold-certified-atx-power-supply-mpy7501acaagus
be quiet! Dark Power Pro 10,N/A,be quiet!,ATX,2,4,0,0,9,180,0,1,0,6,550,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/ddBv6h/be-quiet-power-supply-bn600
Chieftec PowerPlay Gold,N/A,Chieftec,ATX,1,4,0,0,9,160,0,0,0,3,750,80+ Gold,Full,Black / Red,FALSE,https://pcpartpicker.com/product/CH9nTW/chieftec-powerplay-gold-750-w-80-gold-certified-fully-modular-atx-power-supply-gpu-750fc
Corsair GS800 2013 Edition,N/A,Corsair,ATX,1,4,0,0,8,160,0,0,0,8,800,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/ZKfp99/corsair-gs800-2013-edition-800-w-80-bronze-certified-atx-power-supply-cp-9020065-ww
Antec NeoECO V2,N/A,Antec,ATX,1,4,0,0,6,140,0,0,0,3,650,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/9qt9TW/antec-neoeco-v2-650-w-80-bronze-certified-semi-modular-atx-power-supply-ne650m-v2
BitFenix Whisper M,N/A,BitFenix,ATX,1,4,0,0,8,160,0,0,0,4,650,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/DQx9TW/bitfenix-whisper-m-650w-80-gold-certified-fully-modular-atx-power-supply-bp-wg650umag-7fm
Cooler Master X Silent MAX,N/A,Cooler Master,ATX,2,4,0,1,16,180,0,0,0,4,1300,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/HvP8TW/cooler-master-x-silent-max-1300-w-80-platinum-certified-fully-modular-atx-power-supply-mps-d001-afap-bus
Cooler Master B500,N/A,Cooler Master,ATX,1,1,0,0,6,140,0,0,0,3,500,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/9QFPxr/cooler-master-power-supply-rs500acabm3
Thermaltake TR2 RX,N/A,Thermaltake,ATX,1,2,0,0,6,180,1,2,0,8,850,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/sNcMnQ/thermaltake-power-supply-w0319
Raidmax RX-700AC,N/A,Raidmax,ATX,1,1,0,0,6,140,0,1,0,4,700,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/7dV48d/raidmax-power-supply-rx700ac
be quiet! PURE POWER 9 CM,N/A,be quiet!,ATX,1,4,0,0,6,160,0,0,0,3,600,80+ Silver,Semi,N/A,FALSE,https://pcpartpicker.com/product/hZ2rxr/be-quiet-pure-power-9-cm-600w-80-silver-certified-semi-modular-atx-power-supply-bn268
Antec Earthwatts,N/A,Antec,ATX,1,2,0,0,7,154,0,0,0,5,650,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/873RsY/antec-power-supply-ea650green
SHARKOON WPM Bronze,N/A,SHARKOON,ATX,1,2,0,0,6,165,0,0,0,5,500,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/TrvZxr/sharkoon-wpm-bronze-500w-80-bronze-certified-semi-modular-atx-power-supply-wpm500
Antec HCG-750 Bronze,N/A,Antec,ATX,1,4,0,0,9,180,0,0,0,6,750,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/23YXsY/antec-high-current-gamer-750-w-80-bronze-certified-atx-power-supply-hcg-750
FSP Group Hydro M Pro ATX3.0(PCIe5.0),N/A,FSP Group,ATX,2,2,0,1,8,140,0,0,0,3,800,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/WFkH99/fsp-group-hydro-m-pro-atx30pcie50-800-w-80-bronze-certified-semi-modular-atx-power-supply-hp2-800m
EVGA SuperNOVA 750 PQ,N/A,EVGA,ATX,2,6,0,0,9,180,0,0,0,3,750,80+ Platinum,Semi,Black,FALSE,https://pcpartpicker.com/product/sWBTwP/evga-supernova-750-pq-750-w-80-platinum-certified-semi-modular-atx-power-supply-210-pq-0750-x1
SilentiumPC Vero M2,N/A,SilentiumPC,ATX,1,2,0,0,7,160,0,0,0,3,600,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/x6xbt6/silentiumpc-vero-m2-600-w-80-bronze-certified-atx-power-supply-spc166
EVGA SuperNOVA NEX750B,N/A,EVGA,ATX,2,4,0,0,9,180,0,2,0,6,750,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/fyYXsY/evga-supernova-nex750b-750-w-80-bronze-certified-semi-modular-atx-power-supply-120-pb-0750-kr
EVGA SuperNOVA 550 GT,N/A,EVGA,ATX,1,2,0,0,6,150,0,0,0,3,550,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/RzzXsY/evga-supernova-550-gt-550-w-80-gold-certified-fully-modular-atx-power-supply-220-gt-0550-y1
NZXT E650,N/A,NZXT,ATX,1,4,0,0,8,150,0,0,0,6,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/Gq97YJ/nzxt-e650-650-w-80-gold-certified-fully-modular-atx-power-supply-np-1pm-e650a
